ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
1348;Kepala Satuan Pusat Keunggulan;129;Kantor Pusat - Satuan Pusat Keunggulan;1;Manajemen Atas Khusus;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1349;Assistant Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1350;Junior Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1351;Executive Vice President Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;2;Manajemen Atas;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1352;Assistant Officer Administrasi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1353;Junior Officer Administrasi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1354;Principal Engineer Strategi dan Kebijakan Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1355;Senior Engineer I Strategi dan Kebijakan Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1356;Senior Engineer II Strategi dan Kebijakan Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1357;Engineer Strategi dan Kebijakan Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1358;Assistant Engineer Strategi dan Kebijakan Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;11;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1359;Principal Engineer Continous Improvement Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1360;Senior Engineer I Continous Improvement Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1361;Senior Engineer II Continous Improvement Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1362;Engineer Continous Improvement Pembangkitan dan Energi Baru Terbarukan;132;Kantor Pusat - Divisi Transmisi dan Distribusi;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1363;Assistant Engineer Continous Improvement Pembangkitan dan Energi Baru Terbarukan;132;Kantor Pusat - Divisi Transmisi dan Distribusi;11;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1364;Senior Expert Manajemen Aset Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1365;Expert Manajemen Aset Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1366;Junior Expert Manajemen Aset Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1367;Senior Expert Energi Baru Terbarukan;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1368;Expert Energi Baru Terbarukan;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1369;Junior Expert Energi Baru Terbarukan;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1370;Senior Expert Standar Operation and Maintenance Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1371;Expert Standar Operation and Maintenance Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1372;Junior Expert Standar Operation and Maintenance Pembangkit;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1373;Senior Expert Performance dan Efisiensi Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1374;Expert Performance dan Efisiensi Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1375;Junior Expert Performance dan Efisiensi Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1376;Senior Expert Material, Boiler dan Turbin;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1377;Expert Material, Boiler dan Turbin;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1378;Junior Expert Material, Boiler dan Turbin;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1379;Senior Expert Generator;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1380;Expert Generator;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1381;Junior Expert Generator;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1382;Senior Expert Proteksi, Instrument and Control Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1383;Expert Proteksi, Instrument and Control Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1384;Junior Expert Proteksi, Instrument and Control Pembangkit;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1385;Executive Vice President Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;2;Manajemen Atas;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1386;Assistant Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1387;Junior Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1388;Principal Engineer Strategi dan Kebijakan Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1389;Senior Engineer I Strategi dan Kebijakan Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1390;Senior Engineer II Strategi dan Kebijakan Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1391;Engineer Strategi dan Kebijakan Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1392;Assistant Engineer Strategi dan Kebijakan Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;11;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1393;Principal Engineer Continous Improvement Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1394;Senior Engineer I Continous Improvement Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1395;Senior Engineer II Continous Improvement Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1396;Engineer Continous Improvement Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1397;Assistant Engineer Continous Improvement Transmisi dan Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;11;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1398;Senior Expert Manajemen Aset Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1399;Expert Manajemen Aset Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1400;Junior Expert Manajemen Aset Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1401;Senior Expert Operasi Sistem;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1402;Expert Operasi Sistem;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1403;Junior Expert Operasi Sistem;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1404;Senior Expert Trafo dan Gardu Induk;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1405;Expert Trafo dan Gardu Induk;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1406;Junior Expert Trafo dan Gardu Induk;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1407;Senior Expert Defense Scheme;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1408;Expert Defense Scheme;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1409;Junior Expert Defense Scheme;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1410;Senior Expert Saluran Udara Tegangan Tinggi/Ekstra Tinggi (SUTT/SUTET);129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1411;Expert Saluran Udara Tegangan Tinggi/Ekstra Tinggi (SUTT/SUTET);129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1412;Junior Expert Saluran Udara Tegangan Tinggi/Ekstra Tinggi (SUTT/SUTET);129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1413;Senior Expert SCADA/Telekomunikasi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1414;Expert SCADA/Telekomunikasi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1415;Junior Expert SCADA/Telekomunikasi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1416;Senior Expert Proteksi Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1417;Expert Proteksi Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1418;Junior Expert Proteksi Transmisi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1419;Senior Expert Manajemen Aset Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1420;Expert Manajemen Aset Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1421;Junior Expert Manajemen Aset Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1422;Senior Expert Marketing Intelligence, Digital Marketing and Product Development;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1423;Expert Marketing Intelligence, Digital Marketing and Product Development;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1424;Junior Expert Marketing Intelligence, Digital Marketing and Product Development;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1425;Senior Expert Proteksi, Power Quality dan Meter Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1426;Expert Proteksi, Power Quality dan Meter Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1427;Junior Expert Proteksi, Power Quality dan Meter Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1428;Senior Expert Sistem Distribusi: Trafo, SKTM, SUTM dan Cubicle;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1429;Expert Sistem Distribusi: Trafo, SKTM, SUTM dan Cubicle;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1430;Junior Expert Sistem Distribusi: Trafo, SKTM, SUTM dan Cubicle;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1431;Senior Expert SCADA/Telekomunikasi, Automasi dan Pola Operasi Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1432;Expert SCADA/Telekomunikasi, Automasi dan Pola Operasi Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1433;Junior Expert SCADA/Telekomunikasi, Automasi dan Pola Operasi Distribusi;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1434;Senior Expert Market Structure;129;Kantor Pusat - Satuan Pusat Keunggulan;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1435;Expert Market Structure;129;Kantor Pusat - Satuan Pusat Keunggulan;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1436;Junior Expert Market Structure;129;Kantor Pusat - Satuan Pusat Keunggulan;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1437;Executive Vice President Enjiniring dan Teknologi;129;Kantor Pusat - Satuan Pusat Keunggulan;2;Manajemen Atas;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1438;Assistant Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;11;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1439;Junior Officer Administrasi;129;Kantor Pusat - Satuan Pusat Keunggulan;12;Fungsional VI;;;Fungsional;2;Corporate Research and Knowledge;78;Manajemen Kesekretariatan dan Kearsipan;ACTV;2
1440;Principal Engineer Enjiniring dan Teknologi Aset Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1441;Senior Engineer I Enjiniring dan Teknologi Aset Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1442;Senior Engineer II Enjiniring dan Teknologi Aset Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1443;Engineer dan Teknologi Aset Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1444;Assistant Analyst Enjiniring dan Teknologi Aset Pembangkitan dan Energi Baru Terbarukan;131;Kantor Pusat - Divisi Pembangkitan dan EBT;10;Fungsional V;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1445;Principal Engineer Enjiniring dan Teknologi Aset Transmisi dan Distribusi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;7;Fungsional I;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1446;Senior Engineer I Enjiniring dan Teknologi Aset Transmisi dan Distribusi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;8;Fungsional II;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1447;Senior Engineer II Enjiniring dan Teknologi Aset Transmisi dan Distribusi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;9;Fungsional III;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1448;Engineer Enjiniring dan Teknologi Aset Transmisi dan Distribusi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;10;Fungsional IV;;;Fungsional;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1449;Assistant Engineer Enjiniring dan Teknologi Aset Transmisi dan Distribusi;131;Kantor Pusat - Divisi Pembangkitan dan EBT;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1450;Senior Expert Teknik Sipil;131;Kantor Pusat - Divisi Pembangkitan dan EBT;13;Senior Expert;;;Non Pemimpin Unit;10;Corporate and Technical Services;45;Manajemen Litbang;ACTV;2
1451;Expert Teknik Sipil;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1452;Junior Expert Teknik Sipil;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1453;Senior Expert Standar Desain Mesin;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1454;Expert Standar Desain Mesin;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1455;Junior Expert Standar Desain Mesin;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1456;Senior Expert Desain Manufaktur;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1457;Expert Desain Manufaktur;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1458;Junior Expert Desain Manufaktur;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1459;Senior Expert Energi Primer dan Peralatan Pendukung;132;Kantor Pusat - Divisi Transmisi dan Distribusi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1460;Expert Energi Primer dan Peralatan Pendukung;132;Kantor Pusat - Divisi Transmisi dan Distribusi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1461;Junior Expert Energi Primer dan Peralatan Pendukung;132;Kantor Pusat - Divisi Transmisi dan Distribusi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1462;Senior Expert Smart Grid;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1463;Expert Smart Grid;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1464;Junior Expert Smart Grid;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1465;Senior Expert Commisioning, Pengujian dan Sertifikasi;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1466;Expert Commisioning, Pengujian dan Sertifikasi;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1467;Junior Expert Commisioning, Pengujian dan Sertifikasi;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1468;Senior Expert Energy Storage;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1469;Expert Energy Storage;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1470;Junior Expert Energy Storage;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1471;Senior Expert Climate and Environment;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;13;Senior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1472;Expert Climate and Environment;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;14;Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1473;Junior Expert Climate and Environment;133;Kantor Pusat - Divisi Enjiniring dan Teknologi;15;Junior Expert;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
