ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
3666;Junior Analyst Pengembangan Talenta UIT JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3667;Assistant Manager Hubungan Industrial dan Alih Daya UIT JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3668;Assistant Analyst Hubungan Industrial dan Alih Daya UIT JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3669;Junior Analyst Hubungan Industrial dan Alih Daya UIT JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3670;Manager Pengembangan Talenta UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3671;Assistant Manager Pengembangan Talenta UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3672;Assistant Analyst Pengembangan Talenta UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3673;Junior Analyst Pengembangan Talenta UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3674;Assistant Manager Hubungan Industrial dan Alih Daya UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3675;Assistant Analyst Hubungan Industrial dan Alih Daya UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3676;Junior Analyst Hubungan Industrial dan Alih Daya UIT JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3677;Vice President Pengembangan Talenta Area 8;179;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3678;Analyst Efektivitas Organisasi dan Tenaga Kerja Area 8;179;Kantor Pusat - Divisi Pengembangan Talenta;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3679;Assistant Analyst Efektivitas Organisasi dan Tenaga Kerja Area 8;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3680;Manager Pengembangan Talenta Pusdiklat dan UIP JBB;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3681;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusdiklat;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3682;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusdiklat;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3683;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusdiklat;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3684;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3685;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3686;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3687;Manager Pengembangan Talenta Pusertif, Puslitbang, Pusharlis dan UIP JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3688;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusharlis;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3689;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusharlis;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3690;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusharlis;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3691;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusertif;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3692;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusertif;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3693;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusertif;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3694;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya Puslitbang;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3695;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Puslitbang;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3696;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Puslitbang;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3697;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3698;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3699;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBT;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3700;Manager Pengembangan Talenta Pusmanpro, UIK TJB dan UIP JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3701;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusmanpro;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3702;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusmanpro;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3703;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya Pusmanpro;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3704;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIK Tanjung Jati B;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3705;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIK Tanjung Jati B;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3706;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIK Tanjung Jati B;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3707;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3708;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3709;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP JBTB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3710;Vice President Pengembangan Talenta Area 9;179;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3711;Analyst Efektivitas Organisasi dan Tenaga Kerja Area 9;179;Kantor Pusat - Divisi Pengembangan Talenta;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3712;Assistant Analyst Efektivitas Organisasi dan Tenaga Kerja Area 9;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3713;Manager Pengembangan Talenta UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3714;Assistant Manager Pengembangan Talenta UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3715;Assistant Analyst Pengembangan Talenta UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3716;Junior Analyst Pengembangan Talenta UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3717;Assistant Manager Hubungan Industrial dan Alih Daya UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3718;Assistant Analyst Hubungan Industrial dan Alih Daya UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3719;Junior Analyst Hubungan Industrial dan Alih Daya UIW Suluttenggo;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3720;Manager Pengembangan Talenta UIKL Sulawesi dan UIP Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3721;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3722;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3723;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3724;Assistant Manager Pengembangan Talenta UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3725;Assistant Analyst Pengembangan Talenta UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3726;Junior Analyst Pengembangan Talenta UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3727;Assistant Manager Hubungan Industrial dan Alih Daya UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3728;Assistant Analyst Hubungan Industrial dan Alih Daya UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3729;Junior Analyst Hubungan Industrial dan Alih Daya UIKL Sulawesi;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3730;Manager Pengembangan Talenta UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3731;Assistant Manager Pengembangan Talenta UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3732;Assistant Analyst Pengembangan Talenta UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3733;Junior Analyst Pengembangan Talenta UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3734;Assistant Manager Hubungan Industrial dan Alih Daya UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3735;Assistant Analyst Hubungan Industrial dan Alih Daya UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3736;Junior Analyst Hubungan Industrial dan Alih Daya UIW Sulselrabar;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3737;Vice President Pengembangan Talenta Area 10;179;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3738;Analyst Efektivitas Organisasi dan Tenaga Kerja Area 10;179;Kantor Pusat - Divisi Pengembangan Talenta;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3739;Assistant Analyst Efektivitas Organisasi dan Tenaga Kerja Area 10;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
3740;Manager Pengembangan Talenta UIW NTB dan UIP Nusra;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3741;Assistant Manager Pengembangan Talenta UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3742;Assistant Analyst Pengembangan Talenta UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3743;Junior Analyst Pengembangan Talenta UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3744;Assistant Manager Hubungan Industrial dan Alih Daya UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3745;Assistant Analyst Hubungan Industrial dan Alih Daya UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3746;Junior Analyst Hubungan Industrial dan Alih Daya UIW NTB;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3747;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Nusra;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3748;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Nusra;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3749;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Nusra;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3750;Manager Pengembangan Talenta UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3751;Assistant Manager Pengembangan Talenta UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3752;Assistant Analyst Pengembangan Talenta UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3753;Junior Analyst Pengembangan Talenta UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3754;Assistant Manager Hubungan Industrial dan Alih Daya UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3755;Assistant Analyst Hubungan Industrial dan Alih Daya UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3756;Junior Analyst Hubungan Industrial dan Alih Daya UIW NTT;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3757;Manager Pengembangan Talenta UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3758;Assistant Manager Pengembangan Talenta UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3759;Assistant Analyst Pengembangan Talenta UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3760;Junior Analyst Pengembangan Talenta UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3761;Assistant Manager Hubungan Industrial dan Alih Daya UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3762;Assistant Analyst Hubungan Industrial dan Alih Daya UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3763;Junior Analyst Hubungan Industrial dan Alih Daya UIW Maluku dan Maluku Utara;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3764;Manager Pengembangan Talenta UIW Papua dan Papua Barat, UIP Maluku Papua;179;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3765;Assistant Manager Pengembangan Talenta UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3766;Assistant Analyst Pengembangan Talenta UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3767;Junior Analyst Pengembangan Talenta UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3768;Assistant Manager Hubungan Industrial dan Alih Daya UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3769;Assistant Analyst Hubungan Industrial dan Alih Daya UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3770;Junior Analyst Hubungan Industrial dan Alih Daya UIW Papua dan Papua Barat;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
3771;Assistant Manager Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Maluku Papua;179;Kantor Pusat - Divisi Pengembangan Talenta;5;Supervisory Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3772;Assistant Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Maluku Papua;179;Kantor Pusat - Divisi Pengembangan Talenta;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3773;Junior Analyst Manajemen Talenta, Hubungan Industrial dan Alih Daya UIP Maluku Papua;179;Kantor Pusat - Divisi Pengembangan Talenta;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
3774;Executive Vice President Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3775;Assistant Analyst Administrasi Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3776;Junior Analyst Administrasi Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3777;Vice President Infrastruktur dan Pelayanan Data Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3778;Manager Desain Pelayanan Human Capital and Quality Control;180;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3779;Analyst Desain Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3780;Assistant Analyst Desain Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3781;Junior Analyst Desain Pelayanan Human Capital;180;Kantor Pusat - Divisi Pelayanan Human Capital;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3782;Analyst Data Statistik dan Quality Control;180;Kantor Pusat - Divisi Pelayanan Human Capital;10;Fungsional IV;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3783;Assistant Analyst Data Statistik dan Quality Control;180;Kantor Pusat - Divisi Pelayanan Human Capital;11;Fungsional V;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
3784;Junior Analyst Data Statistik dan Quality Control;180;Kantor Pusat - Divisi Pelayanan Human Capital;12;Fungsional VI;;;Fungsional;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
